Rank,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Last Update Posted,URL
514,"Study To Evaluate The Safety, Tolerability And Pharmacokinetics Of Single Doses Of PF-04958242 In Healthy Volunteers",Completed,Has Results,Healthy,Drug: PF-04958242|Drug: Placebo,Number of Participants With Categorical Scores on the Columbia Suicide Severity Rating Scale (C-SSRS) Post-Baseline|Number of Participants With Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs)|Number of Participants With Laboratory Abnormalities Meeting the Criteria for Potential Clinical Concern|Number of Participants With Potentially Clinically Significant Vital Signs Findings|Number of Participants With Potentially Clinically Significant Electrocardiogram (ECG) Findings|Number of Participants With Abnormal Physical Examination Findings|Number of Participants With Abnormal Neurological Examination Findings|Maximum Observed Plasma Concentration (Cmax)|Time to Reach Maximum Observed Plasma Concentration (Tmax)|Area Under the Curve From Time Zero to Last Quantifiable Concentration (AUClast)|Area Under the Curve From Time Zero to Extrapolated Infinite Time (AUCinf)|Apparent Clearance (CL/F)|Apparent Volume of Distribution (Vz/F)|Terminal Elimination Half-Life (t1/2)|Dose Normalized Cmax (Cmax[dn])|Dose Normalized AUClast (AUClast[dn])|Dose Normalized AUCinf (AUCinf[dn]),17-Dec-15,https://ClinicalTrials.gov/show/NCT02228395
515,"A Study of the Effects on Sleep, Attention, and Gastrointestinal Tolerance of Galantamine and Donepezil in Patients With Alzheimer's Disease",Completed,No Results Available,Alzheimer Disease,Drug: galantamine,"To measure the differences between galantamine and donepazil for sleep and attention, explore methods of measuring sleep in patients with Alzheimer's Disease (AD)and their caregivers and attention in AD patients; GI tolerance|To assess the tolerability, overall effect, quality of life and safety of galantamine compared with donepezil",08-Jun-11,https://ClinicalTrials.gov/show/NCT00035204
516,IMaging Della PLAcca Carotidea,Completed,No Results Available,Carotid Artery Plaque|Atherosclerosis|Ischemic Stroke,Drug: Visipaque 320 and SonoVue,"Changes of total cerebral white matter lesions from baseline (T2-weight lesions, in terms of number and total volumes indexed to the total brain volume)|Changes of total brain volume and grey matter volume from baseline|Changes of ipsilateral cerebral white matter lesions from baseline (T2-weight lesions, in terms of number and total volumes indexed to the total brain volume)|Changes of the carotid total plaque area and extent of CEUS positive plaques|Compare the esteem of the degree and the characteristics of the main plaque with standard Duplex scan versus CEUS using contrast enhanced carotid CT scan as gold standard",16-Feb-18,https://ClinicalTrials.gov/show/NCT03333330
517,A D1 Agonist For Working Memory,Completed,No Results Available,Schizotypal Personality Disorder|SPD,Drug: DAR 0-100A|Drug: Placebo,The Modified AX-CPT (d'),09-Apr-18,https://ClinicalTrials.gov/show/NCT02507206
518,Neuroimaging Markers of Alzheimer Disease: a Longitudinal Population Study,Completed,No Results Available,Dementia|Alzheimer Disease,Other: Neuroimaging,Measures of volume and diffusion parameters in the gray matter (hippocampus and cingular posterior cortex)|Performance on neuropsychological and daily life cognitive tests,04-Apr-17,https://ClinicalTrials.gov/show/NCT01582919
519,Assessment of Social-emotional Functioning in Neurological Diseases,Completed,No Results Available,Alzheimer Disease|Stroke|Parkinson's Disease|Lewy Body Dementia|Huntington Disease,Behavioral: Computerized tests and Electrophysiological measurements,"Empathy ability|Empathy for pain|pattern of empathy disorders according to the disease (stroke, Mild cognitive impairment, Alzheimer disease and Parkinson disease",07-Sep-15,https://ClinicalTrials.gov/show/NCT01339130
520,CRT-Guanfacine for SPD,Completed,No Results Available,Schizotypal Personality Disorder|SPD,Behavioral: Cognitive Remediation Therapy|Drug: Guanfacine|Drug: Placebo,MATRICS Consensus Cognitive Battery Score|Modified version of AX-Continuous Performance Test (AX-CPT) Score|UCSD Performance Based Skills Assessment (UPSA) Score|Social Skills Performance Assessment (SSPA) Score|Reading of the Mind in the Eyes Score,28-Feb-17,https://ClinicalTrials.gov/show/NCT02524899
521,A Change in Diet May Decrease the Negative Consequences of Chronic Sleep Deprivation,Completed,No Results Available,Sleep Deprivation,Drug: Controlled Dietary Intervention,"Resting Metabolic Rate|Weight|Percent Body Fat|Waist Circumference|Lipid Profile|C-reactive Protein Levels|Fasting serum glucose|Fasting serum insulin|Urinary neurotransmitter levels|Salivary a.m. cortisol levels|Cognitive scores on: Stroop Test, Hopkins Verbal Learning Test, Trail Making Test, Digit Span, Block Design, Dynamic Visual Acuity, Short Form 36",27-Jun-06,https://ClinicalTrials.gov/show/NCT00123214
522,Multicenter Vitamin E Trial in Aging Persons With Down Syndrome,Completed,No Results Available,Alzheimer's Disease|Down Syndrome,Drug: Alpha-Tocopherol|Drug: Sugar Pill,The Brief Praxis Test|The Fuld Object Memory Test|New Dot Test|Orientation Test|Vocabulary Test|Behavior and Function|Clinical Global Impression|Incident Dementia,09-May-12,https://ClinicalTrials.gov/show/NCT01594346
523,Diet and the Aging Brain,Completed,No Results Available,Healthy,Behavioral: diet,implicit visual-motor learning of a finger sequence of the hand.|implicit learning of an artificial language|several plasma levels related to cognitive functions,08-Nov-11,https://ClinicalTrials.gov/show/NCT00463255
524,Family-Directed Cognitive Adaptation Program for Individuals With Schizophrenia,Completed,No Results Available,Schizophrenia|Schizoaffective Disorder|Schizophreniform Disorder,Behavioral: Family-Directed Cognitive Adaptation Program,"Social Adaptive Functions Scale (P)|Multnomah Community Ability Scale (P)|Global Assessment of Functioning (P)|Brief Psychiatric Rating Scale, Positive and Negative syndrome Scale, Scale for the Assessment of Negative symptoms|Interpersonal Affectivity Scale (P, F); Knowledge Questionnaire (P, F), Independent Living Skills Survey (P, F),Ind Living Self Care Checklist (P, F|Clinical Global Impression of Cognition in Schizophrenia (P, F)|Patient Rejection Scale (F)|Modified Family Resources Interview (F)|Family Self-Efficacy Scale (F)|Caregiving Gains and Benefits/ Gratifications Module (F)|Beck Depression and Anxiety Inventories (F)|Client Satisfaction Questionnaire (P, F)",14-Mar-17,https://ClinicalTrials.gov/show/NCT00434980
525,Improvement in Memory With Plasticity-Based Adaptive Cognitive Training (IMPACT),Completed,No Results Available,Aging,Other: Computerized Plasticity-Based Adaptive Cognitive Training|Other: Educational DVDs,Cognitive effects of training|Safety effects of computer-based training,02-Nov-15,https://ClinicalTrials.gov/show/NCT00283010
526,Effects of Physical Activity on the Brain in Impaired Glucose Tolerance (IGT),Completed,No Results Available,Impaired Glucose Tolerance,Behavioral: Exercise,Auditory Verbal Learning Task|Functional/Structural brain changes|Plasma biomarkers,16-Mar-16,https://ClinicalTrials.gov/show/NCT01219231
527,Training-induced Cerebral Reorganization in Schizophrenia,Completed,No Results Available,Schizophrenia,Behavioral: Brain Fitness Program|Behavioral: Cogpack,"Event related potential MEG, test scores in word fluency and verbal learning tasks|Symptom severity, GAF score",13-Apr-10,https://ClinicalTrials.gov/show/NCT00695708
528,IDEA Study Cognitive Stimulation Therapy (CST) Trial in Tanzania,Completed,Has Results,Dementia,Behavioral: CST Intervention,World Health Organization Brief Quality of Life Scale|Identification and Intervention for Elderly Africans Cognitive Screen|Adapted Alzheimer's Disease Assessment Scale-cognitive Scale|Hospital Anxiety and Depression Scale|Zarit Burden Interview,09-Apr-18,https://ClinicalTrials.gov/show/NCT02229474
529,A Study To Observe Safety And Blood Concentrations Of PF-06412562 During And Following The Oral Administration Of Multiple Doses Of PF-06412562 In Healthy Adult Volunteers,Completed,No Results Available,Healthy,Drug: 3 mg PF-06412562|Drug: 10 mg PF-06412562|Drug: 25 mg PF-06412562|Drug: PF-06412562 TBD mg,"Safety and toleration assessed by: adverse events, supine and standing vital sign measurements, electrocardiogram (ECG) standard 12 lead, blood and urine safety laboratory tests ,CogState and C-SSRS.|Pharmacokinetics: Cmax, Tmax, AUCìã Ctrough, PTR, Rac on Cmax and AUCìã t1/2, CL/F, PTR,|CogState at followup",28-Mar-14,https://ClinicalTrials.gov/show/NCT01959594
530,Direct Current Brain Polarization in Frontotemporal Dementia,Completed,No Results Available,Pick Disease of the Brain,Procedure: Direct Current Polarization,,04-Mar-08,https://ClinicalTrials.gov/show/NCT00077896
531,Effects of Brain Stimulation During a Daytime Nap on Memory Consolidation in Older Adults,Completed,No Results Available,Older Adults (50-90 Years),Device: brain stimulation|Device: Sham Stimulation,"Retention of declarative memories after 0.75 Hz stimulation during SWS, vs after sham stimulation during SWS|1. Amount of Slow wave Sleep|2. sleep spindels|3. EEG-correlates|4. further memory systems",30-Jan-18,https://ClinicalTrials.gov/show/NCT01840839
532,Impact of Systematic Tracking of Dementia Cases on the Rate of Hospitalization in Emergency Care Units,Completed,No Results Available,Dementia in Nursing Home,Other: MultiDisciplinary Team Meetings (MDTM),Incidence of hospitalizations in emergency care units|Prevalence of antipsychotic prescription|Incidence of inappropriate hospitalizations|Prevalence of neuropsychiatric symptoms evaluated by NPI-nursing staff version|Dependency evaluated by AGGIR and IADL-4 items|Quality of life evaluated by QOL-AD|Number of nursing staff's time off work|Number of days off work by nursing staff|Presence of advanced care planning in patients medical records|Overall healthcare costs,24-Aug-15,https://ClinicalTrials.gov/show/NCT01569997
533,Parent Nurse Controlled Analgesic in Pediatric Patients With Developmental Delay,Completed,Has Results,Post Operative Pain,Other: Pain and standard side effect management for PNCA with basal method.|Other: Pain and standard side effect management with PNCA without basal|Other: Pain and standard side effect management with IV on an as needed basis method.,"Median Pain Score During Shift 1, as Measured With the Face, Legs, Activity, Cry, Consolability Scale|Side Effect Profile (Administration of Medications to Treat Side Effects)|Parent Satisfaction With the Administration Technique",28-Nov-17,https://ClinicalTrials.gov/show/NCT00743730
534,Treatment of Post-Traumatic Brain Injury (Post-TBI) Fatigue With Light Therapy,Completed,No Results Available,Traumatic Brain Injury|Fatigue,Device: Bright White Light (BWL)|Device: Dim Red Light (DRL),Multidimensional Assessment of Fatigue (MAF)|TBI-QOL Fatigue|Neuro-QOL Depression and Sleep|Epworth Sleepiness Scale (ESS)|CNS Vital Signs TBI Rehab Toolbox|Cognitive Failures Questionnaire|Neuro-QOL Anxiety|Actiwatch Spectrum|Satisfaction with Life Scale|Treatment Satisfaction Questionnaire for Medication|Credibility/Expectancy Questionnaire,20-Mar-18,https://ClinicalTrials.gov/show/NCT01725750
535,Memantine (10mg BID) for the Frontal and Temporal Subtypes of Frontotemporal Dementia,Completed,Has Results,Frontal Lobe Dementia|Frontotemporal Lobe Dementia|Semantic Dementia,Drug: memantine|Drug: Placebo pill,"Change in Neuropsychiatric Inventory (NPI)|Clinical Global Impression of Change (CGIC)|CDR-FTD, MMSE, FAQ, TFLS, EXIT25, UCSF FTD-Neuropsychological Test Battery: CVLT, Verbal Fluency, Modified BNT, Backward Digit Span, Digit Symbol Test, Modified Trails B, Modified Unified Parkinson's Disease Rating Scale, Antipsychotic Therapy",05-Feb-14,https://ClinicalTrials.gov/show/NCT00545974
536,DASH After TBI Study: Decreasing Adrenergic or Sympathetic Hyperactivity After Traumatic Brain Injury,Completed,Has Results,"Brain Injuries|Craniocerebral Trauma|Trauma, Nervous System|Traumatic Brain Injury",Drug: IV Propranolol and Per Tube Clonidine|Drug: Placebo,Ventilator-free Days|Plasma Norepinephrine Levels,17-Aug-17,https://ClinicalTrials.gov/show/NCT01322048
537,Randomized Clinical Trial of Intensive Computer-based Cognitive Remediation in Recent-onset Schizophrenia,Completed,No Results Available,Schizophrenia,Behavioral: TARA computer-based exercises,Source Memory Test|Temporal Experience of Pleasure Scale|Quality of Life Scale|Social Functioning Scale|Global Social and Role Functioning Scale|Theories of Intelligence|Faux Pas test|Behavioral Inhibition/Behavioral Activation Scale|Wechsler Test of Adult Reading|Penn Facial Memory Test|Measure of Insight into Cognition|Mayer-Salovey-Caruso Emotional Intelligence Test (MSCEIT),30-Sep-16,https://ClinicalTrials.gov/show/NCT01773239
538,Study of Cerebral Function in Patients With Chronic Hepatitis C Infection (HCV/CNS),Completed,No Results Available,"Hepatitis C, Chronic|Cognition Disorders|Fatigue Syndrome, Chronic|Major Depressive Disorder",Drug: Interferon and ribavirin,"Neuropsychological test results, cytokine profile and MRI findings|Interferon-induced depression",11-Jan-13,https://ClinicalTrials.gov/show/NCT00788918
539,Nicotinic Modulation of Schizophrenia-like Information Processing Deficits in Healthy Subjects,Completed,No Results Available,Healthy Subjects,Drug: Ketamine|Drug: Nicotine|Drug: Placebo|Drug: Ketamine and Nicotine,ERP recording procedures: Brain wave activity during tasks involving in processing auditory and visual stimuli with different degrees of attentional and memory demands will be recorded.|IntegNeuro is a computerized battery that consists of an automated stimulus presentation to measure cognitive function.|Positive and Negative Syndrome Scale will be used to measure psychotic symptoms.,09-May-12,https://ClinicalTrials.gov/show/NCT00690170
540,Efficacy of Cognitive Training in Subjective Memory Impairment,Completed,No Results Available,Memory Loss,Behavioral: cognitive training|Behavioral: lifestyle modification,"Paired associates learning test|Rapid visual information processing test|Pattern recognition memory test|Spatial working memory test|cognitive failure questionnaire|Mini-mental state examination|Geriatric depression scale|Beck anxiety index|Seoul instrumental activities of daily living|Rey complex figure copy test|Digit symbol test|Seoul verbal learning test, immediate recall|Seoul verbal learning test, delayed recall|Logical memory test, delayed recall",12-Apr-18,https://ClinicalTrials.gov/show/NCT02555774
